CustomerID,Platform,Age,AgeGroup,Gender,Location,AccountAge_Months,SignupDate,PreferredLanguage,SubscriptionType
CUST00613,JioHotstar,31,25-34,Female,Kolkata,10,2023-03-05,Bengali,Premium
CUST00614,ZEE5,34,25-34,Female,Kolkata,50,2019-11-15,Tamil,Standard
CUST00615,Netflix,28,25-34,Female,Lucknow,8,2023-04-29,Kannada,Family
CUST00616,SonyLiv,28,25-34,Male,Chennai,50,2019-10-30,Kannada,Standard
CUST00617,Amazon Prime,36,35-44,Male,Bangalore,56,2019-05-03,Kannada,Premium
CUST00618,SonyLiv,32,25-34,Female,Pune,27,2021-10-07,Hindi,Basic
CUST00619,ZEE5,31,25-34,Male,Hyderabad,59,2019-02-20,English,Basic
CUST00620,JioHotstar,18,18-24,Male,Mumbai,8,2023-05-06,Gujarati,Basic
CUST00621,ZEE5,31,25-34,Female,Delhi,34,2021-02-28,Tamil,Family
CUST00622,JioHotstar,20,18-24,Male,Jaipur,23,2022-01-16,Tamil,Premium
CUST00623,Netflix,39,35-44,Female,Delhi,54,2019-07-01,Hindi,Premium
CUST00624,JioHotstar,28,25-34,Male,Hyderabad,9,2023-03-16,Tamil,Premium
CUST00625,Amazon Prime,37,35-44,Female,Jaipur,37,2020-12-04,Malayalam,Standard
CUST00626,Netflix,45,45-54,Female,Bangalore,8,2023-04-21,Hindi,Family
CUST00627,Netflix,18,18-24,Male,Bangalore,26,2021-10-20,Hindi,Premium
CUST00628,Netflix,35,35-44,Male,Lucknow,57,2019-04-05,Kannada,Basic
CUST00629,Netflix,18,18-24,Male,Mumbai,44,2020-04-26,Hindi,Standard
CUST00630,Amazon Prime,24,18-24,Female,Pune,11,2023-01-15,Bengali,Family
CUST00631,JioHotstar,31,25-34,Male,Ahmedabad,33,2021-03-30,Marathi,Premium
CUST00632,SonyLiv,40,35-44,Male,Kolkata,12,2023-01-03,Gujarati,Basic
CUST00633,Netflix,32,25-34,Non-Binary,Ahmedabad,4,2023-08-31,Hindi,Standard
CUST00634,Netflix,33,25-34,Female,Hyderabad,28,2021-08-20,Gujarati,Basic
CUST00635,ZEE5,22,18-24,Male,Chennai,15,2022-09-17,Tamil,Premium
CUST00636,JioHotstar,18,18-24,Female,Mumbai,49,2019-12-04,Kannada,Basic
CUST00637,JioHotstar,42,35-44,Female,Delhi,35,2021-02-14,English,Standard
CUST00638,Amazon Prime,18,18-24,Male,Ahmedabad,45,2020-04-10,Tamil,Family
CUST00639,SonyLiv,54,45-54,Female,Hyderabad,6,2023-06-15,Kannada,Standard
CUST00640,Netflix,23,18-24,Male,Lucknow,28,2021-09-06,English,Basic
CUST00641,ZEE5,27,25-34,Male,Pune,14,2022-10-20,Kannada,Standard
CUST00642,Netflix,29,25-34,Male,Lucknow,3,2023-09-29,Kannada,Basic
CUST00643,JioHotstar,28,25-34,Male,Delhi,19,2022-05-21,Kannada,Basic
CUST00644,Amazon Prime,40,35-44,Female,Bangalore,14,2022-10-22,Marathi,Family
CUST00645,JioHotstar,43,35-44,Male,Lucknow,43,2020-06-18,Tamil,Standard
CUST00646,Amazon Prime,33,25-34,Female,Pune,18,2022-06-12,Gujarati,Premium
CUST00647,Amazon Prime,26,25-34,Female,Bangalore,42,2020-07-20,Kannada,Basic
CUST00648,SonyLiv,53,45-54,Female,Ahmedabad,29,2021-08-07,Kannada,Standard
CUST00649,JioHotstar,42,35-44,Male,Pune,44,2020-05-13,Bengali,Premium
CUST00650,Amazon Prime,38,35-44,Female,Jaipur,7,2023-05-12,Malayalam,Standard
CUST00651,Netflix,22,18-24,Female,Ahmedabad,29,2021-08-09,Kannada,Basic
CUST00652,Netflix,34,25-34,Male,Hyderabad,58,2019-03-17,Gujarati,Premium
CUST00653,SonyLiv,27,25-34,Female,Bangalore,44,2020-05-08,Kannada,Family
CUST00654,SonyLiv,36,35-44,Female,Kolkata,58,2019-03-24,Gujarati,Basic
CUST00655,Netflix,24,18-24,Male,Bangalore,31,2021-05-17,Marathi,Basic
CUST00656,ZEE5,45,45-54,Female,Lucknow,60,2019-01-22,English,Basic
CUST00657,Amazon Prime,40,35-44,Male,Mumbai,29,2021-08-07,English,Standard
CUST00658,JioHotstar,46,45-54,Female,Mumbai,9,2023-04-06,Marathi,Family
CUST00659,Netflix,25,25-34,Female,Delhi,15,2022-09-14,Hindi,Standard
CUST00660,JioHotstar,30,25-34,Male,Jaipur,28,2021-09-04,Telugu,Basic
CUST00661,Amazon Prime,32,25-34,Female,Pune,41,2020-07-29,Bengali,Premium
CUST00662,Netflix,28,25-34,Male,Lucknow,57,2019-04-14,Gujarati,Standard
CUST00663,Amazon Prime,39,35-44,Male,Mumbai,49,2019-11-25,Marathi,Basic
CUST00664,JioHotstar,18,18-24,Female,Delhi,40,2020-09-13,Kannada,Premium
CUST00665,Amazon Prime,28,25-34,Male,Lucknow,2,2023-10-20,Bengali,Basic
CUST00666,Amazon Prime,33,25-34,Male,Ahmedabad,7,2023-05-22,Kannada,Premium
CUST00667,Amazon Prime,33,25-34,Female,Delhi,58,2019-03-12,Marathi,Family
CUST00668,SonyLiv,32,25-34,Female,Jaipur,1,2023-11-22,Hindi,Basic
CUST00669,ZEE5,48,45-54,Female,Delhi,9,2023-03-19,Marathi,Premium
CUST00670,Amazon Prime,28,25-34,Male,Ahmedabad,16,2022-08-27,English,Basic
CUST00671,Netflix,20,18-24,Female,Ahmedabad,56,2019-05-01,Kannada,Basic
CUST00672,Netflix,48,45-54,Male,Hyderabad,27,2021-10-04,Malayalam,Premium
CUST00673,Amazon Prime,20,18-24,Male,Delhi,17,2022-07-28,Hindi,Premium
CUST00674,Amazon Prime,25,25-34,Female,Mumbai,31,2021-06-12,Bengali,Standard
CUST00675,Amazon Prime,24,18-24,Female,Chennai,8,2023-04-19,Telugu,Basic
CUST00676,Netflix,25,25-34,Female,Kolkata,34,2021-02-21,Telugu,Basic
CUST00677,Amazon Prime,18,18-24,Female,Chennai,12,2022-12-19,Marathi,Premium
CUST00678,Netflix,51,45-54,Female,Mumbai,41,2020-08-03,Marathi,Family
CUST00679,SonyLiv,28,25-34,Female,Delhi,21,2022-03-19,Marathi,Standard
CUST00680,Amazon Prime,43,35-44,Female,Lucknow,34,2021-03-16,English,Basic
CUST00681,JioHotstar,18,18-24,Male,Chennai,51,2019-09-30,English,Basic
CUST00682,Amazon Prime,29,25-34,Male,Lucknow,29,2021-07-31,Bengali,Standard
CUST00683,Netflix,22,18-24,Male,Bangalore,32,2021-04-21,Tamil,Standard
CUST00684,JioHotstar,44,35-44,Male,Kolkata,1,2023-11-22,Kannada,Standard
CUST00685,Netflix,18,18-24,Non-Binary,Chennai,30,2021-07-01,English,Basic
CUST00686,Amazon Prime,21,18-24,Female,Hyderabad,55,2019-05-30,Tamil,Premium
CUST00687,SonyLiv,25,25-34,Female,Delhi,10,2023-02-22,Gujarati,Standard
CUST00688,Netflix,27,25-34,Female,Delhi,52,2019-09-07,Tamil,Standard
CUST00689,Netflix,18,18-24,Female,Ahmedabad,56,2019-05-24,Gujarati,Standard
CUST00690,SonyLiv,21,18-24,Male,Lucknow,47,2020-02-20,Gujarati,Premium
CUST00691,JioHotstar,31,25-34,Female,Mumbai,55,2019-05-28,Malayalam,Standard
CUST00692,Amazon Prime,32,25-34,Male,Delhi,21,2022-03-28,Kannada,Standard
CUST00693,JioHotstar,18,18-24,Male,Chennai,12,2022-12-18,Gujarati,Premium
CUST00694,SonyLiv,25,25-34,Male,Pune,11,2023-02-02,Hindi,Basic
CUST00695,Netflix,47,45-54,Female,Ahmedabad,19,2022-05-14,Hindi,Family
CUST00696,JioHotstar,18,18-24,Male,Bangalore,20,2022-05-11,Bengali,Family
CUST00697,Amazon Prime,25,25-34,Male,Hyderabad,41,2020-08-14,Marathi,Standard
CUST00698,Netflix,26,25-34,Female,Chennai,8,2023-05-01,Tamil,Premium
CUST00699,JioHotstar,26,25-34,Female,Bangalore,22,2022-02-13,English,Premium
CUST00700,Amazon Prime,19,18-24,Female,Chennai,6,2023-06-09,Hindi,Standard
CUST00701,JioHotstar,18,18-24,Female,Jaipur,34,2021-02-19,Telugu,Premium
CUST00702,SonyLiv,60,55+,Female,Bangalore,54,2019-07-14,Gujarati,Basic
CUST00703,Netflix,41,35-44,Female,Kolkata,6,2023-07-02,Gujarati,Standard
CUST00704,JioHotstar,35,35-44,Male,Pune,18,2022-06-16,Telugu,Standard
CUST00705,ZEE5,25,25-34,Female,Mumbai,24,2021-12-24,English,Family
CUST00706,Netflix,29,25-34,Male,Ahmedabad,21,2022-03-21,Telugu,Basic
CUST00707,JioHotstar,36,35-44,Male,Pune,38,2020-11-02,Tamil,Basic
CUST00708,SonyLiv,26,25-34,Female,Jaipur,39,2020-09-25,Hindi,Family
CUST00709,ZEE5,29,25-34,Non-Binary,Bangalore,42,2020-07-09,Kannada,Standard
CUST00710,Amazon Prime,29,25-34,Male,Jaipur,20,2022-04-12,Telugu,Standard
CUST00711,SonyLiv,22,18-24,Female,Kolkata,51,2019-10-05,Gujarati,Basic
CUST00712,Netflix,45,45-54,Female,Kolkata,57,2019-04-13,English,Basic
CUST00713,Netflix,27,25-34,Male,Jaipur,53,2019-08-23,Marathi,Family
CUST00714,JioHotstar,36,35-44,Female,Mumbai,56,2019-05-24,English,Standard
CUST00715,Netflix,43,35-44,Male,Chennai,10,2023-03-07,Hindi,Basic
CUST00716,JioHotstar,39,35-44,Female,Lucknow,1,2023-11-07,English,Standard
CUST00717,SonyLiv,24,18-24,Male,Mumbai,40,2020-09-02,English,Basic
CUST00718,Netflix,31,25-34,Female,Mumbai,16,2022-08-13,English,Premium
CUST00719,Netflix,18,18-24,Female,Hyderabad,37,2020-11-21,Hindi,Standard
CUST00720,Netflix,25,25-34,Male,Kolkata,10,2023-02-12,Hindi,Standard
CUST00721,ZEE5,20,18-24,Male,Lucknow,15,2022-09-25,Marathi,Standard
CUST00722,ZEE5,31,25-34,Male,Delhi,16,2022-08-30,Gujarati,Family
CUST00723,Amazon Prime,47,45-54,Male,Lucknow,21,2022-04-11,Telugu,Standard
CUST00724,Netflix,22,18-24,Female,Delhi,25,2021-11-21,Malayalam,Standard
CUST00725,JioHotstar,23,18-24,Female,Kolkata,24,2022-01-02,Marathi,Basic
CUST00726,Netflix,33,25-34,Female,Ahmedabad,51,2019-10-03,English,Basic
CUST00727,Amazon Prime,33,25-34,Female,Kolkata,9,2023-04-03,Marathi,Premium
CUST00728,JioHotstar,22,18-24,Male,Ahmedabad,48,2019-12-30,Tamil,Premium
CUST00729,Amazon Prime,30,25-34,Male,Jaipur,50,2019-11-14,Bengali,Family
CUST00730,Amazon Prime,36,35-44,Female,Bangalore,3,2023-09-08,Telugu,Standard
CUST00731,Amazon Prime,47,45-54,Female,Lucknow,52,2019-09-11,English,Family
CUST00732,JioHotstar,29,25-34,Male,Ahmedabad,57,2019-04-03,Hindi,Standard
CUST00733,SonyLiv,32,25-34,Male,Pune,34,2021-02-25,Bengali,Basic
CUST00734,Netflix,21,18-24,Female,Jaipur,46,2020-02-25,English,Premium
CUST00735,JioHotstar,38,35-44,Female,Mumbai,17,2022-07-17,Tamil,Standard
CUST00736,SonyLiv,31,25-34,Female,Chennai,1,2023-11-26,Kannada,Basic
CUST00737,JioHotstar,23,18-24,Female,Kolkata,58,2019-03-17,Telugu,Premium
CUST00738,SonyLiv,35,35-44,Male,Ahmedabad,23,2022-02-04,Telugu,Premium
CUST00739,Amazon Prime,37,35-44,Male,Chennai,2,2023-10-04,Bengali,Basic
CUST00740,Netflix,26,25-34,Male,Ahmedabad,50,2019-11-02,Telugu,Standard
CUST00741,JioHotstar,44,35-44,Male,Jaipur,2,2023-10-23,Hindi,Premium
CUST00742,Netflix,25,25-34,Female,Chennai,20,2022-04-17,Tamil,Family
CUST00743,SonyLiv,32,25-34,Male,Kolkata,21,2022-03-25,Hindi,Basic
CUST00744,Netflix,18,18-24,Male,Pune,2,2023-10-22,Hindi,Premium
CUST00745,JioHotstar,45,45-54,Male,Ahmedabad,14,2022-10-13,English,Basic
CUST00746,Amazon Prime,33,25-34,Male,Ahmedabad,50,2019-11-03,Kannada,Family
CUST00747,Amazon Prime,44,35-44,Male,Delhi,7,2023-05-21,Gujarati,Basic
CUST00748,Netflix,28,25-34,Male,Pune,22,2022-03-05,Marathi,Premium
CUST00749,Amazon Prime,39,35-44,Female,Hyderabad,32,2021-05-02,Malayalam,Standard
CUST00750,Netflix,39,35-44,Male,Delhi,3,2023-09-14,Kannada,Standard
CUST00751,ZEE5,33,25-34,Female,Jaipur,23,2022-02-10,Marathi,Standard
CUST00752,ZEE5,18,18-24,Female,Bangalore,12,2022-12-31,Gujarati,Premium
CUST00753,JioHotstar,18,18-24,Male,Mumbai,43,2020-06-01,Malayalam,Standard
CUST00754,JioHotstar,32,25-34,Male,Lucknow,53,2019-08-15,Kannada,Family
CUST00755,JioHotstar,21,18-24,Female,Hyderabad,40,2020-09-10,Bengali,Family
CUST00756,Netflix,37,35-44,Male,Mumbai,23,2022-02-08,English,Premium
CUST00757,SonyLiv,37,35-44,Female,Hyderabad,22,2022-03-04,Gujarati,Standard
CUST00758,Amazon Prime,27,25-34,Female,Delhi,39,2020-10-16,Kannada,Premium
CUST00759,ZEE5,43,35-44,Male,Bangalore,52,2019-09-23,Hindi,Basic
CUST00760,JioHotstar,38,35-44,Female,Pune,3,2023-09-04,Bengali,Basic
CUST00761,SonyLiv,45,45-54,Female,Delhi,3,2023-09-15,Marathi,Basic
CUST00762,JioHotstar,36,35-44,Male,Jaipur,19,2022-05-13,Telugu,Premium
CUST00763,Amazon Prime,35,35-44,Female,Pune,29,2021-08-02,Hindi,Basic
CUST00764,JioHotstar,18,18-24,Female,Mumbai,22,2022-03-05,Bengali,Standard
CUST00765,Netflix,30,25-34,Female,Mumbai,53,2019-08-15,Tamil,Premium
CUST00766,Amazon Prime,20,18-24,Male,Kolkata,10,2023-02-18,Marathi,Standard
CUST00767,Amazon Prime,35,35-44,Female,Ahmedabad,57,2019-04-09,Tamil,Basic
CUST00768,Amazon Prime,25,25-34,Female,Jaipur,57,2019-04-08,Bengali,Basic
CUST00769,JioHotstar,18,18-24,Female,Mumbai,23,2022-02-10,English,Standard
CUST00770,SonyLiv,34,25-34,Male,Lucknow,32,2021-05-12,Kannada,Premium
CUST00771,SonyLiv,36,35-44,Female,Jaipur,8,2023-04-26,Kannada,Standard
CUST00772,Netflix,39,35-44,Non-Binary,Bangalore,9,2023-03-11,Marathi,Premium
CUST00773,Amazon Prime,26,25-34,Male,Chennai,59,2019-02-10,Telugu,Standard
CUST00774,JioHotstar,19,18-24,Female,Pune,57,2019-04-05,Malayalam,Premium
CUST00775,Amazon Prime,23,18-24,Male,Delhi,24,2021-12-22,Malayalam,Premium
CUST00776,SonyLiv,29,25-34,Female,Chennai,10,2023-02-23,Malayalam,Basic
CUST00777,Netflix,21,18-24,Female,Bangalore,12,2023-01-02,Kannada,Premium
CUST00778,JioHotstar,36,35-44,Male,Ahmedabad,1,2023-11-09,Malayalam,Premium
CUST00779,Amazon Prime,19,18-24,Male,Hyderabad,58,2019-03-10,Gujarati,Family
CUST00780,JioHotstar,37,35-44,Male,Lucknow,50,2019-11-03,Malayalam,Standard
CUST00781,SonyLiv,42,35-44,Female,Bangalore,21,2022-04-11,Marathi,Standard
CUST00782,JioHotstar,19,18-24,Female,Pune,19,2022-05-19,Marathi,Family
CUST00783,JioHotstar,46,45-54,Female,Delhi,27,2021-10-11,Gujarati,Family
CUST00784,ZEE5,32,25-34,Female,Lucknow,18,2022-06-16,Bengali,Standard
CUST00785,SonyLiv,33,25-34,Male,Mumbai,42,2020-07-12,Kannada,Family
CUST00786,JioHotstar,48,45-54,Male,Chennai,2,2023-10-26,Marathi,Basic
CUST00787,Netflix,21,18-24,Male,Hyderabad,57,2019-04-23,Malayalam,Basic
CUST00788,JioHotstar,30,25-34,Female,Hyderabad,6,2023-06-15,Telugu,Premium
CUST00789,Amazon Prime,30,25-34,Non-Binary,Mumbai,52,2019-09-16,Bengali,Standard
CUST00790,JioHotstar,36,35-44,Male,Bangalore,53,2019-08-15,Kannada,Standard
CUST00791,JioHotstar,21,18-24,Female,Jaipur,27,2021-09-20,Telugu,Premium
CUST00792,SonyLiv,19,18-24,Female,Delhi,27,2021-10-08,Kannada,Family
CUST00793,Amazon Prime,37,35-44,Male,Lucknow,43,2020-05-30,Malayalam,Premium
CUST00794,Amazon Prime,20,18-24,Female,Bangalore,33,2021-04-09,Telugu,Standard
CUST00795,Amazon Prime,30,25-34,Female,Lucknow,58,2019-03-23,Marathi,Premium
CUST00796,Netflix,40,35-44,Male,Kolkata,49,2019-11-27,Gujarati,Basic
CUST00797,SonyLiv,26,25-34,Male,Jaipur,43,2020-05-23,Malayalam,Standard
CUST00798,Netflix,31,25-34,Male,Ahmedabad,15,2022-09-28,Bengali,Basic
CUST00799,Netflix,38,35-44,Male,Mumbai,52,2019-08-26,Tamil,Basic
CUST00800,JioHotstar,45,45-54,Male,Bangalore,11,2023-02-05,Bengali,Premium
CUST00801,ZEE5,25,25-34,Male,Lucknow,12,2022-12-19,Marathi,Standard
CUST00802,Amazon Prime,39,35-44,Female,Delhi,24,2021-12-31,Telugu,Standard
CUST00803,Netflix,37,35-44,Female,Jaipur,16,2022-08-22,Telugu,Standard
CUST00804,Amazon Prime,25,25-34,Female,Chennai,18,2022-06-26,Tamil,Premium
CUST00805,JioHotstar,29,25-34,Female,Bangalore,36,2020-12-27,Bengali,Basic
CUST00806,Netflix,36,35-44,Male,Jaipur,41,2020-08-12,Telugu,Standard
CUST00807,JioHotstar,26,25-34,Male,Mumbai,18,2022-07-05,Kannada,Standard
CUST00808,JioHotstar,35,35-44,Female,Ahmedabad,8,2023-04-18,Tamil,Standard
CUST00809,Amazon Prime,26,25-34,Female,Bangalore,14,2022-11-01,English,Premium
CUST00810,Amazon Prime,36,35-44,Male,Pune,54,2019-07-07,Tamil,Premium
CUST00811,Amazon Prime,20,18-24,Female,Kolkata,26,2021-11-03,Tamil,Standard
CUST00812,Amazon Prime,41,35-44,Female,Bangalore,32,2021-05-11,Bengali,Basic
CUST00813,JioHotstar,44,35-44,Female,Lucknow,35,2021-02-05,Malayalam,Premium
CUST00814,Amazon Prime,30,25-34,Female,Ahmedabad,18,2022-07-09,Bengali,Family
CUST00815,JioHotstar,18,18-24,Male,Pune,57,2019-04-19,Tamil,Premium
CUST00816,Amazon Prime,36,35-44,Male,Delhi,60,2019-01-14,Marathi,Family
CUST00817,JioHotstar,41,35-44,Male,Mumbai,10,2023-02-18,English,Standard
CUST00818,ZEE5,27,25-34,Female,Hyderabad,54,2019-06-28,Gujarati,Standard
CUST00819,Netflix,22,18-24,Female,Lucknow,45,2020-04-10,Telugu,Premium
CUST00820,Amazon Prime,28,25-34,Female,Pune,2,2023-10-20,Kannada,Standard
CUST00821,JioHotstar,18,18-24,Female,Chennai,53,2019-08-09,Marathi,Premium
CUST00822,SonyLiv,41,35-44,Female,Delhi,23,2022-01-31,Marathi,Family
CUST00823,ZEE5,26,25-34,Male,Pune,2,2023-10-11,Malayalam,Premium
CUST00824,Amazon Prime,43,35-44,Female,Jaipur,9,2023-03-28,Tamil,Premium
CUST00825,Amazon Prime,32,25-34,Female,Ahmedabad,2,2023-10-30,Hindi,Standard
CUST00826,ZEE5,38,35-44,Male,Pune,60,2019-01-04,Malayalam,Basic
CUST00827,SonyLiv,45,45-54,Male,Chennai,60,2019-01-23,Bengali,Standard
CUST00828,Netflix,27,25-34,Male,Pune,43,2020-05-31,Marathi,Family
CUST00829,JioHotstar,25,25-34,Female,Jaipur,12,2022-12-20,Tamil,Basic
CUST00830,Netflix,35,35-44,Female,Mumbai,22,2022-03-05,Malayalam,Standard
CUST00831,Netflix,18,18-24,Male,Bangalore,55,2019-05-28,Tamil,Basic
CUST00832,JioHotstar,45,45-54,Male,Lucknow,36,2021-01-02,Gujarati,Standard
CUST00833,SonyLiv,33,25-34,Female,Chennai,13,2022-11-24,Hindi,Basic
CUST00834,ZEE5,20,18-24,Male,Chennai,31,2021-05-18,Bengali,Standard
CUST00835,JioHotstar,27,25-34,Female,Hyderabad,53,2019-08-22,Gujarati,Basic
CUST00836,Netflix,29,25-34,Male,Ahmedabad,30,2021-06-22,Gujarati,Family
CUST00837,Netflix,25,25-34,Female,Hyderabad,36,2020-12-21,Tamil,Standard
CUST00838,JioHotstar,27,25-34,Female,Chennai,58,2019-03-12,Tamil,Standard
CUST00839,ZEE5,41,35-44,Male,Bangalore,50,2019-11-16,Bengali,Basic
CUST00840,SonyLiv,25,25-34,Female,Chennai,27,2021-09-22,Tamil,Standard
CUST00841,JioHotstar,20,18-24,Female,Chennai,31,2021-06-07,Tamil,Premium
CUST00842,JioHotstar,28,25-34,Male,Delhi,52,2019-09-10,Marathi,Premium
CUST00843,SonyLiv,21,18-24,Female,Chennai,36,2020-12-27,English,Basic
CUST00844,JioHotstar,28,25-34,Female,Kolkata,58,2019-03-13,Bengali,Family
CUST00845,JioHotstar,31,25-34,Female,Delhi,54,2019-07-17,Malayalam,Standard
CUST00846,Netflix,20,18-24,Male,Chennai,25,2021-11-24,Kannada,Premium
CUST00847,JioHotstar,23,18-24,Male,Mumbai,15,2022-09-16,Tamil,Basic
CUST00848,ZEE5,18,18-24,Male,Mumbai,23,2022-02-06,Malayalam,Premium
CUST00849,Netflix,42,35-44,Male,Delhi,23,2022-01-18,Marathi,Standard
CUST00850,Netflix,36,35-44,Male,Kolkata,59,2019-02-13,Malayalam,Standard
CUST00851,JioHotstar,26,25-34,Male,Jaipur,37,2020-11-25,Tamil,Standard
CUST00852,Amazon Prime,25,25-34,Male,Pune,8,2023-05-04,Bengali,Standard
CUST00853,SonyLiv,39,35-44,Non-Binary,Chennai,60,2019-01-05,Telugu,Standard
CUST00854,JioHotstar,19,18-24,Male,Jaipur,40,2020-08-30,Kannada,Standard
CUST00855,Netflix,32,25-34,Female,Delhi,48,2020-01-13,Tamil,Standard
CUST00856,SonyLiv,23,18-24,Male,Hyderabad,49,2019-11-24,Gujarati,Premium
CUST00857,JioHotstar,34,25-34,Male,Hyderabad,33,2021-03-31,Tamil,Basic
CUST00858,ZEE5,24,18-24,Non-Binary,Chennai,46,2020-03-17,Malayalam,Standard
CUST00859,Amazon Prime,29,25-34,Male,Lucknow,4,2023-08-16,Marathi,Standard
CUST00860,Netflix,23,18-24,Male,Ahmedabad,50,2019-11-01,English,Standard
CUST00861,Netflix,34,25-34,Male,Pune,18,2022-07-04,Malayalam,Basic
CUST00862,ZEE5,33,25-34,Male,Hyderabad,7,2023-05-21,Tamil,Basic
CUST00863,Netflix,24,18-24,Female,Bangalore,37,2020-12-01,Telugu,Family
CUST00864,Netflix,29,25-34,Female,Mumbai,43,2020-06-06,Hindi,Family
CUST00865,ZEE5,31,25-34,Male,Lucknow,11,2023-01-19,Marathi,Family
CUST00866,ZEE5,35,35-44,Male,Pune,3,2023-09-08,Marathi,Basic
CUST00867,Amazon Prime,40,35-44,Female,Lucknow,48,2019-12-25,Gujarati,Standard
CUST00868,Netflix,51,45-54,Male,Delhi,22,2022-02-12,Gujarati,Standard
CUST00869,Amazon Prime,33,25-34,Female,Lucknow,38,2020-11-16,Tamil,Standard
CUST00870,JioHotstar,30,25-34,Female,Bangalore,35,2021-01-25,Marathi,Premium
CUST00871,JioHotstar,37,35-44,Male,Pune,15,2022-10-07,English,Family
CUST00872,Netflix,43,35-44,Male,Chennai,43,2020-06-07,Bengali,Premium
CUST00873,Amazon Prime,33,25-34,Female,Chennai,56,2019-05-05,Malayalam,Basic
CUST00874,SonyLiv,37,35-44,Male,Jaipur,23,2022-01-31,Tamil,Family
CUST00875,Amazon Prime,20,18-24,Female,Chennai,6,2023-06-08,Gujarati,Premium
CUST00876,SonyLiv,18,18-24,Male,Lucknow,26,2021-11-03,Malayalam,Premium
CUST00877,Netflix,27,25-34,Female,Kolkata,12,2022-12-08,Marathi,Standard
CUST00878,Amazon Prime,18,18-24,Female,Delhi,58,2019-03-11,Telugu,Standard
CUST00879,Netflix,33,25-34,Female,Hyderabad,3,2023-09-15,Tamil,Family
CUST00880,JioHotstar,37,35-44,Male,Ahmedabad,40,2020-09-18,Kannada,Basic
CUST00881,Amazon Prime,31,25-34,Female,Chennai,10,2023-02-10,Bengali,Standard
CUST00882,SonyLiv,18,18-24,Female,Pune,9,2023-03-21,Marathi,Basic
CUST00883,JioHotstar,36,35-44,Male,Chennai,49,2019-12-04,Telugu,Standard
CUST00884,Amazon Prime,20,18-24,Female,Ahmedabad,21,2022-03-27,Kannada,Basic
CUST00885,JioHotstar,34,25-34,Male,Lucknow,53,2019-08-10,Tamil,Standard
CUST00886,SonyLiv,24,18-24,Female,Mumbai,47,2020-02-17,English,Premium
CUST00887,ZEE5,26,25-34,Male,Delhi,25,2021-11-19,Marathi,Standard
CUST00888,ZEE5,38,35-44,Male,Jaipur,38,2020-10-27,Malayalam,Premium
CUST00889,Amazon Prime,36,35-44,Male,Mumbai,41,2020-08-19,Marathi,Family
CUST00890,Netflix,41,35-44,Female,Pune,11,2023-01-30,English,Family
CUST00891,JioHotstar,29,25-34,Female,Bangalore,25,2021-11-15,Bengali,Basic
CUST00892,ZEE5,25,25-34,Male,Kolkata,52,2019-09-19,Malayalam,Premium
CUST00893,Amazon Prime,28,25-34,Male,Kolkata,48,2020-01-05,Kannada,Standard
CUST00894,Netflix,34,25-34,Female,Delhi,55,2019-05-28,Marathi,Premium
CUST00895,SonyLiv,33,25-34,Female,Mumbai,50,2019-11-13,Hindi,Premium
CUST00896,JioHotstar,51,45-54,Male,Bangalore,14,2022-10-20,English,Basic
CUST00897,SonyLiv,37,35-44,Female,Ahmedabad,42,2020-07-11,Tamil,Standard
CUST00898,JioHotstar,26,25-34,Non-Binary,Delhi,48,2019-12-24,English,Basic
CUST00899,Amazon Prime,43,35-44,Female,Chennai,37,2020-12-11,Hindi,Premium
CUST00900,Amazon Prime,19,18-24,Female,Ahmedabad,1,2023-11-08,English,Standard
CUST00901,JioHotstar,45,45-54,Male,Ahmedabad,21,2022-03-28,Malayalam,Standard
CUST00902,ZEE5,31,25-34,Male,Ahmedabad,31,2021-05-20,Tamil,Basic
CUST00903,JioHotstar,18,18-24,Male,Lucknow,13,2022-11-21,Telugu,Basic
CUST00904,JioHotstar,33,25-34,Male,Pune,59,2019-02-22,Tamil,Standard
CUST00905,SonyLiv,35,35-44,Male,Mumbai,22,2022-03-12,Tamil,Standard
CUST00906,Amazon Prime,40,35-44,Non-Binary,Delhi,2,2023-10-27,Malayalam,Standard
CUST00907,Amazon Prime,26,25-34,Male,Bangalore,22,2022-02-11,Telugu,Premium
CUST00908,JioHotstar,31,25-34,Male,Ahmedabad,32,2021-04-29,Bengali,Basic
CUST00909,JioHotstar,33,25-34,Female,Kolkata,22,2022-02-15,Malayalam,Family
CUST00910,Amazon Prime,18,18-24,Female,Chennai,54,2019-06-27,Kannada,Standard
CUST00911,Netflix,31,25-34,Female,Jaipur,11,2023-01-15,Malayalam,Premium
CUST00912,Amazon Prime,30,25-34,Male,Bangalore,22,2022-02-25,Kannada,Standard
CUST00913,Netflix,38,35-44,Female,Bangalore,34,2021-02-18,English,Family
CUST00914,SonyLiv,34,25-34,Male,Jaipur,5,2023-07-28,Gujarati,Standard
CUST00915,Netflix,36,35-44,Female,Jaipur,2,2023-10-14,Hindi,Standard
CUST00916,JioHotstar,20,18-24,Male,Kolkata,34,2021-02-27,Hindi,Premium
CUST00917,Amazon Prime,18,18-24,Female,Pune,15,2022-09-23,Tamil,Standard
CUST00918,Netflix,47,45-54,Female,Pune,9,2023-04-02,Bengali,Standard
CUST00919,SonyLiv,41,35-44,Male,Lucknow,51,2019-10-18,Bengali,Premium
